fixture	period	category	depth	slot	cellKey	plainText
22-low-confidence-yongshin-tiered.json	thisYear	health	brief	headline	thisYear/health/brief/headline	올해는 짧은 회복 시간을 자주 만들어요.
22-low-confidence-yongshin-tiered.json	thisYear	health	standard	para0	thisYear/health/standard/para0	올해는 가벼운 흐름이라 한 해 동안 짧은 회복 시간을 자주 만들어 두는 페이스가 가장 잘 맞아요. 작은 화분에 물을 자주 주듯, 한 해 동안 꾸준한 챙김이 큰 자산이 돼요.
22-low-confidence-yongshin-tiered.json	thisYear	health	standard	para1	thisYear/health/standard/para1	분기마다 한 번 푹 쉬는 시간을 미리 일정에 넣어 두면 좋아요. 환절기엔 페이스를 한 박자 늦추고, 큰 약속·외출은 한 번에 몰리지 않게 분산하는 편이 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	health	standard	para2	thisYear/health/standard/para2	한 가지 좋은 습관을 한 해 동안 꾸준히 이어 가면, 다음 해의 컨디션까지 자연스럽게 단단해져요. 무리한 시작보다 작은 챙김이 가장 큰 보약이에요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para0	thisYear/health/expert/para0	올해는 일간이 가벼운 흐름이라 한 해 단위의 페이스 조절이 가장 큰 보약이에요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para1	thisYear/health/expert/para1	#정인의 기운으로 받쳐 주는 자리를 일상에서 매일 짚어 주는 편이 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para2	thisYear/health/expert/para2	#흙의 자리가 단단해지면 흩어지기 쉬운 기운이 모이는 자리가 만들어져요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para3	thisYear/health/expert/para3	같은 시각의 수면, 따뜻한 식사, 가족·가까운 사람과의 자리가 한 해 흐름의 큰 자산이에요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para4	thisYear/health/expert/para4	#삼형의 신호이 함께 자리 잡으면 큰 갈등 자리에서 한 박자 미루는 편이 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	health	expert	para5	thisYear/health/expert/para5	30대의 책임 자리에서 자기 페이스를 잘 잡아 두면 후반기 흐름까지 든든해요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	brief	headline	thisYear/academic/brief/headline	올해는 새 공부를 시작하고 결과를 만들기 좋은 결이에요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	standard	para0	thisYear/academic/standard/para0	올해의 학업운은 자격·심화 학습 한 흐름을 매듭짓기 좋은 한 해예요. 일과 가족 사이의 짧은 시간들이 한 해를 묶어 줘요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	standard	para1	thisYear/academic/standard/para1	큰 학위 한 번보다, 분기마다 한 주제를 정해 마무리하는 식이 잘 어울려요. 깊게 파고드는 흐름이 좋은 시기에는 강의 한 편보다 책 한 권을 천천히 읽는 흐름이 더 큰 힘이 되어 줘요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	standard	para2	thisYear/academic/standard/para2	가족·일과의 균형을 흔들지 않는 학습 리듬이 한 해의 핵심이에요. 12월에 자기 분야의 한 중심이 단단해져 있다면 충분히 잘 보낸 한 해예요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	expert	para0	thisYear/academic/expert/para0	연간 학업운에서 봄과 여름의 현재 계절은 신규 학습, 시험 진입, 성과 생산을 강화해요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	expert	para1	thisYear/academic/expert/para1	#정인으로 커리큘럼을 세우고, #식신으로 풀이량과 결과물을 확보하세요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	expert	para2	thisYear/academic/expert/para2	#용신과 맞는 공부 환경이면 연간 지속력이 높아져요.
22-low-confidence-yongshin-tiered.json	thisYear	academic	expert	para3	thisYear/academic/expert/para3	#문창귀인의 흐름과 #학당의 자리가 함께 보이는 사주는 시험·연구 흐름이 부드럽게 자리 잡는 모양이라, 자기 흐름을 차분히 따라가는 페이스가 잘 어울려요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	brief	headline	thisYear/romance/brief/headline	올해는 곁의 인연을 단단히 가꾸어 가는 해예요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	standard	para0	thisYear/romance/standard/para0	올해는 감정의 깊이와 생활의 안정성을 함께 보는 것이 중요해요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	standard	para1	thisYear/romance/standard/para1	좋은 인연은 설렘만 주는 사람이 아니라, 서로의 일상과 선택을 존중하게 만드는 사람에게서 더 또렷해집니다.
22-low-confidence-yongshin-tiered.json	thisYear	romance	standard	para2	thisYear/romance/standard/para2	서로의 일상과 미래에 대한 생각을 자주 나누세요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	expert	para0	thisYear/romance/expert/para0	연간 연애운에서 봄과 여름의 현재 계절은 관계 진입과 표현의 속도를 높여요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	expert	para1	thisYear/romance/expert/para1	#배우자궁의 안정도가 받쳐 주면 만남이 실제 관계로 이어지기 쉽고, #사주적합도가 낮으면 빠른 호감 이후 조율 비용이 커질 수 있습니다.
22-low-confidence-yongshin-tiered.json	thisYear	romance	expert	para2	thisYear/romance/expert/para2	#음양조화도를 함께 보아 올해의 관계 확장과 장기 안정성을 분리해 판단하세요.
22-low-confidence-yongshin-tiered.json	thisYear	romance	expert	para3	thisYear/romance/expert/para3	#처궁의 흐름과 #자식궁의 자리가 함께 살아나는 시기엔 가까운 관계가 한 단계 깊어지는 흐름이 보여요.
22-low-confidence-yongshin-tiered.json	thisYear	family	brief	headline	thisYear/family/brief/headline	올해는 가족과 함께 움직이고 새 계획을 세우기 쉬워요.
22-low-confidence-yongshin-tiered.json	thisYear	family	standard	para0	thisYear/family/standard/para0	올해 가족운은 돌봄과 거리 조절을 함께 챙기는 것이 중요해요.
22-low-confidence-yongshin-tiered.json	thisYear	family	standard	para1	thisYear/family/standard/para1	가까운 사이일수록 더 많이 해주려는 마음이 커질 수 있지만, 서로의 생활 리듬을 인정해야 관계가 오래 편안해요.
22-low-confidence-yongshin-tiered.json	thisYear	family	standard	para2	thisYear/family/standard/para2	돌봄과 책임을 한 사람에게 몰지 않도록 미리 나누어 두세요.
22-low-confidence-yongshin-tiered.json	thisYear	family	expert	para0	thisYear/family/expert/para0	연간 가족운에서 봄과 여름의 현재 계절은 가족 내 의사 표현과 역할 재편이 빨라지는 신호예요.
22-low-confidence-yongshin-tiered.json	thisYear	family	expert	para1	thisYear/family/expert/para1	#비견은 각자의 기준이 강해지는 지점을, #식신은 돌봄을 실제 행동으로 풀어내는 지점을 봐요.
22-low-confidence-yongshin-tiered.json	thisYear	family	expert	para2	thisYear/family/expert/para2	#용신과 정렬되면 가족 계획을 확장해도 되지만, 충돌하면 비용과 역할을 먼저 작게 시험해야 해요.
22-low-confidence-yongshin-tiered.json	thisYear	family	expert	para3	thisYear/family/expert/para3	#형제궁의 흐름과 #자녀궁의 흐름을 함께 살펴 두면 가족 안의 분위기 흐름이 더 또렷해져요.
22-low-confidence-yongshin-tiered.json	thisYear	career	brief	headline	thisYear/career/brief/headline	올해는 한 자리에서 자기 색이 깊어지는 한 해예요.
22-low-confidence-yongshin-tiered.json	thisYear	career	standard	para0	thisYear/career/standard/para0	올해의 직업 방향은 한 분야에서 자기 색이 깊어지는 한 해예요. 책임을 맡는 사람과 그 책임을 함께 나누는 사람의 관계가 같이 자라기에, 인연 한 줄을 길게 쥔 사람이 후반의 역할도 길게 잡는 편이에요.
22-low-confidence-yongshin-tiered.json	thisYear	career	standard	para1	thisYear/career/standard/para1	일과 사람 사이의 균형이 큰 자산이 되는 사주라, 너무 한쪽으로만 기울지 않으면 좋아요. 지금 역할에서의 작은 결정이 다음 단계의 폭을 만든다는 점을 기억하면, 한 번씩 들어오는 변화 앞에서 흔들림이 적어요.
22-low-confidence-yongshin-tiered.json	thisYear	career	standard	para2	thisYear/career/standard/para2	길게 쥔 만큼 멀리 가는 한 해예요.
22-low-confidence-yongshin-tiered.json	thisYear	career	expert	para0	thisYear/career/expert/para0	올해 직업운에서 봄과 여름의 현재 계절은 새 시장, 새 역할, 공개 활동의 신호를 키워요.
22-low-confidence-yongshin-tiered.json	thisYear	career	expert	para1	thisYear/career/expert/para1	#식신이 성과물로 쌓이면 확장성이 생기고, #격국적합도가 맞으면 역할 상승으로 이어질 수 있어요.
22-low-confidence-yongshin-tiered.json	thisYear	career	expert	para2	thisYear/career/expert/para2	#용신이 충돌하면 올해의 큰 확장은 비용부터 계산해야 해요.
22-low-confidence-yongshin-tiered.json	thisYear	career	expert	para3	thisYear/career/expert/para3	#장성살의 신호와 #천의의 흐름이 함께 보이는 사주는 자기 자리에 머무는 호흡과 곁의 도움을 거절하지 않는 호흡이 둘 다 잘 어울려요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	brief	headline	thisYear/study_document/brief/headline	올해는 새 공부나 문서 프로젝트를 열어 보기 좋아요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	standard	para0	thisYear/study_document/standard/para0	올해는 도와줄 사람·기관·자료를 떠올려 한 가지 방향을 정리하기 좋은 시기예요. 혼자 다 짊어지는 흐름이 아니라, 한 해 동안 좋은 멘토 한 명을 골라 두는 페이스가 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	standard	para1	thisYear/study_document/standard/para1	어깨를 기댈 언덕이 곁에 자리 잡는 그림을 떠올려 보면 좋아요. 환경의 도움을 잘 골라 받는 한 해예요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	standard	para2	thisYear/study_document/standard/para2	잘 풀리는 면은, 누군가의 한마디 조언으로 막혔던 부분이 풀려요. 부끄럼 없이 한 번 청하면 한 해의 걸음이 가벼워져요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	standard	para3	thisYear/study_document/standard/para3	살짝 주의할 점은, 조언이 너무 많아 결정을 미루는 면이에요. 두 명까지만 듣고 결정은 본인이 내리는 페이스가 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	standard	para4	thisYear/study_document/standard/para4	천천히 깊어지는 힘은 한 해의 한 걸음으로도 충분해요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	expert	para0	thisYear/study_document/expert/para0	연간 문서운에서 봄과 여름의 현재 계절은 접수, 발표, 계약 초안처럼 밖으로 드러나는 문서 활동을 키워요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	expert	para1	thisYear/study_document/expert/para1	#정인은 근거 자료를, #식신은 산출 속도를 뜻해요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	expert	para2	thisYear/study_document/expert/para2	#용신 정렬이 낮으면 올해 문서 목표를 넓히기보다 초안, 검토, 제출 순서를 고정해야 해요.
22-low-confidence-yongshin-tiered.json	thisYear	study_document	expert	para3	thisYear/study_document/expert/para3	#관록궁의 자리와 #복덕궁의 흐름이 함께 또렷해지는 시기엔 자격·계약·발표 흐름이 한 방향으로 마무리되는 자리가 보여요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	brief	headline	thisYear/expression_children/brief/headline	올해는 매듭들이 모여 자기 중심이 단단해져요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	standard	para0	thisYear/expression_children/standard/para0	분기마다 짚어 두는 한 매듭 한 매듭이 모여 자기 표현의 색을 한 뼘씩 진하게 만들어 주는 한 해예요. 큰 무대를 욕심내기보다, 가까운 사람 앞에서 한 매듭·한 줄을 다듬어 두면 한 해의 방향이 또렷해져요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	standard	para1	thisYear/expression_children/standard/para1	천천히 자라는 화분에 매주 물 한 모금을 더 주는 시간 같은 한 해예요. 비교에 흔들리기 쉬운 한 해지만 자기 페이스를 지키면 표현이 길게 이어져요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	standard	para2	thisYear/expression_children/standard/para2	올해의 매듭들이 다음 해 방향의 뿌리가 돼요. 너무 완벽하게 만들지 않고 매듭만 분명히 두면 충분해요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	expert	para0	thisYear/expression_children/expert/para0	올해는 표현과 창작의 외연이 커지는 흐름이에요. #식신이 안정되면 장기 생산성이 되고, #상관은 차별화된 기획으로 작동해요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	expert	para1	thisYear/expression_children/expert/para1	#용신과 맞는 표현 채널을 선택하는 것이 중요해요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	expert	para2	thisYear/expression_children/expert/para2	#대운궁실의 흐름과 #월운의 자리가 표현의 흐름으로 맞물리는 시기엔 작품·발표 자리가 한 단계 깊어지는 흐름이 보여요.
22-low-confidence-yongshin-tiered.json	thisYear	expression_children	expert	para3	thisYear/expression_children/expert/para3	자기 표현의 흐름은 식신의 꾸준함과 #상관의 새로움이 짝을 이루는 자리에서 빛이 나고, 가까운 사람의 한 마디 반응이 다음 흐름의 방향을 만들어 줘요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	brief	headline	thisYear/health_stress/brief/headline	올해는 마음을 자주 비우는 시간이 필요해요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	standard	para0	thisYear/health_stress/standard/para0	올해는 에너지가 잔잔하게 이어지는 시기예요. 무리하지 않고 자기 페이스를 지키는 방식이 가장 잘 맞아요. '쉴 시간을 먼저 정해 둔다'는 감각이 한 해를 가볍게 해 줘요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	standard	para1	thisYear/health_stress/standard/para1	작은 우물에 비유하면, 자주 길어 쓰면서도 자주 채우는 흐름이에요. 무거운 일 한 가지보다 가벼운 일 여러 가지를 끝내는 식이 잘 어울려요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	standard	para2	thisYear/health_stress/standard/para2	잘 풀리는 것은 가까운 사람과의 짧은 대화예요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	standard	para3	thisYear/health_stress/standard/para3	주의할 점은 무리한 약속이에요. 거절할 일은 가볍게 거절해도 충분해요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	standard	para4	thisYear/health_stress/standard/para4	연말은 충분한 수면과 따뜻한 식사로 채워요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	expert	para0	thisYear/health_stress/expert/para0	올해는 마음·관계·일이 동시에 또렷해지는 한 해예요. #정인의 기운을 가까이 둘 때 마음이 단단해지는 구조라, 가까운 어른·스승·책이 회복의 기지가 돼요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	expert	para1	thisYear/health_stress/expert/para1	결정이 몰리는 자리에서는 #삼형의 신호를 미리 살펴서 일을 분산하면 마음의 짐이 가벼워져요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	expert	para2	thisYear/health_stress/expert/para2	#공망의 신호과 #안정성지수를 함께 살펴 두면 비워 두는 자리와 채워 두는 자리의 방향이 한층 또렷해져요.
22-low-confidence-yongshin-tiered.json	thisYear	health_stress	expert	para3	thisYear/health_stress/expert/para3	긴장과 회복 방향은 #편관의 압박을 #정인의 돌봄으로 풀어 두는 자리에서 한결 단단해지고, 자기 한계를 의식적으로 두는 호흡이 가장 큰 무기가 돼요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	brief	headline	thisYear/movement/brief/headline	올해는 익숙한 동선에서 한 발짝씩 넓혀 가기 좋아요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	standard	para0	thisYear/movement/standard/para0	갑작스러운 큰 변화보다 평소 다니던 길을 한 축으로 두고 활동 반경을 천천히 키워 가는 한 해 이동운이에요. 자기 자리를 무리해서 옮기지 않고 호흡 가능한 폭으로 늘려 가는 페이스가 잘 맞아요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	standard	para1	thisYear/movement/standard/para1	작은 여행·짧은 출장이 자기 리듬을 회복시켜 줘요. 큰 변화는 한 번에 하지 않고 단계를 나눠 가면, 호흡이 흐트러지지 않아요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	standard	para2	thisYear/movement/standard/para2	다만 변화 자체를 너무 미루면 몸과 마음이 무거워지기 쉬워요. 한 발짝 정도의 작은 움직임은 한 해의 회복 자산이 돼요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	expert	para0	thisYear/movement/expert/para0	연간 이동운에서 봄과 여름의 현재 계절은 이동, 방문, 전환 이벤트의 발생 빈도를 올립니다.
22-low-confidence-yongshin-tiered.json	thisYear	movement	expert	para1	thisYear/movement/expert/para1	#역마가 활성화되면 외부 활동이 성과로 이어지기 쉽지만, #대운궁실의 큰 방향과 충돌하면 일정이 흩어질 수 있습니다. #용신과 맞는 이동만 연간 우선순위로 올리세요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	expert	para2	thisYear/movement/expert/para2	이동의 흐름은 역마의 자극과 #조상궁의 뿌리가 함께 살아나는 자리에서 단단해지고, 익숙한 동선부터 한 걸음씩 넓히는 페이스가 잘 어울려요.
22-low-confidence-yongshin-tiered.json	thisYear	movement	expert	para3	thisYear/movement/expert/para3	#지살의 신호와 #천이궁의 자리를 함께 짚어 두면 다음 동선이 어떤 흐름으로 이어질지 한층 분명해져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	brief	headline	life/overall/brief/headline	속도를 살리되 검토 시간을 짧게라도 끼워 넣으면 실수가 줄어요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	standard	para0	life/overall/standard/para0	불 기운을 타고난 사람에게 흙 기운이 도움이 되는 구조라면, 뜨거운 표현력을 현실의 결과와 책임으로 맞물리게 할 때 안정감이 커져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	standard	para1	life/overall/standard/para1	아이디어와 말의 힘은 빠르지만, 실행 기반이 약하면 주변에는 일시적인 열정으로 보일 수 있습니다.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	standard	para2	life/overall/standard/para2	일정, 역할, 비용을 차분히 정리하면 밝은 힘이 신뢰로 이어져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	expert	para0	life/overall/expert/para0	일간은 단단해도 #용신 보강이 현재 흐름과는 조금 거리가 있어요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	expert	para1	life/overall/expert/para1	#조후 균형이 잘 맞을 때 흐름이 가장 부드럽게 풀리고, #희신이 들어오는 시기가 평생의 큰 분기점이 되는 편이에요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	expert	para2	life/overall/expert/para2	#월주 흐름을 천천히 살피며 방향을 고르면, 큰 그림이 또렷해져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	expert	para3	life/overall/expert/para3	#격국용신의 흐름과 #격국적합도의 평균이 또렷한 사주는 자기 격에 맞는 길로 큰 흐름이 모이는 자리가 자주 등장해요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	overall	expert	para4	life/overall/expert/para4	#대운궁실의 큰 기운이 #희신의 자리와 함께 들어오는 시기엔 단단한 일간이 부드러운 호흡을 받아들이는 흐름이 자라고, 한 발짝 더 멀리 보는 결정을 천천히 내려 두는 자리가 평생의 든든한 자산이 돼요. 자기 페이스로 깊이 익히는 시간이 큰 그림 위에서 더 또렷한 리듬으로 모이는 흐름이에요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	brief	headline	life/wealth/brief/headline	오랜 인연과의 거래가 큰 자산으로 이어지는 시간이에요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	standard	para0	life/wealth/standard/para0	긴 흐름에서는 돈을 움직이며 기회를 찾는 힘이 살아나요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	standard	para1	life/wealth/standard/para1	다만 수입이 늘어나는 시기에도 지출 기준을 같이 세워야, 들어오는 돈이 생활의 안정으로 이어져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	standard	para2	life/wealth/standard/para2	계획이 분명할수록 작은 변화에도 흔들리지 않아요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	expert	para0	life/wealth/expert/para0	장기 재물운에서 봄과 여름의 현재 계절은 기회 탐색과 거래 속도를 키워요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	expert	para1	life/wealth/expert/para1	#편재가 활동성을 만들 수 있지만, #정재의 관리 구조가 약하면 흩어지는 돈이 늘 수 있어요. #용신과 맞는 확장인지 먼저 구분해야 해요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	expert	para2	life/wealth/expert/para2	#재백궁의 흐름과 #천을귀인의 자리가 함께 보이면 도움 받는 흐름이 자기 자산이 되는 사주이니, 작은 도움도 미루지 않는 호흡이 잘 어울려요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	wealth	expert	para3	life/wealth/expert/para3	#격국적합도의 평균이 또렷한 사주는 자기 격에 맞는 자산 자리가 한 흐름으로 모이고, #안정성지수가 받쳐 주는 시기엔 자산 흐름이 한 단계 깊어지는 자리가 보여요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	brief	headline	life/health/brief/headline	기운이 강한 만큼 과로 신호도 빨리 와요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	standard	para0	life/health/standard/para0	활동량이 많은 흐름의 사주라, 평생 페이스에서 강도 조절이 가장 큰 과제예요. 자기 그릇을 알고 한 박자 천천히 가는 자리를 만들어 두면 후반까지 컨디션이 단단하게 이어져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	standard	para1	life/health/standard/para1	무리한 강도·갑작스러운 변화를 한 번씩 누적하면 신호가 늦게 오지만 크게 와요. 정기 점검·정기 휴식 자리를 일정에 미리 넣어 두는 편이 좋아요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	standard	para2	life/health/standard/para2	자기 회복 신호를 부끄럽지 않게 받아들이는 연습이 평생 큰 자산이 돼요. 누군가에게 의지하는 시간도 강한 사람의 흐름의 한 부분이에요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	expert	para0	life/health/expert/para0	장기 건강운에서 봄과 여름의 현재 계절은 활동성과 대사 리듬을 빠르게 만듭니다.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	expert	para1	life/health/expert/para1	#정인이 받쳐 주면 회복이 안정되지만, #편인이 과하면 컨디션 해석이 예민해질 수 있습니다. #용신 방향의 보충 루틴을 오래 유지하세요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	expert	para2	life/health/expert/para2	#지살의 신호가 보일 때는 잠시 환경을 바꿔 주는 자극이 컨디션에 새 호흡을 더해 주고, #천의의 자리가 의료·치유 흐름의 도움을 천천히 흘려 보내 줘요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	health	expert	para3	life/health/expert/para3	#음양조화도의 평균이 또렷한 사주는 #안정성지수도 함께 단단해지는 자리라, 큰 결정보다 작은 회복 습관이 평생의 무기가 돼요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	brief	headline	life/academic/brief/headline	새로 배우는 일은 늦지 않았어요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	standard	para0	life/academic/standard/para0	70대 이후의 학업운은 '즐기며 나누는' 흐름이에요. 결과를 위한 공부보다, 호기심이 이끄는 한 페이지의 행복이 곁에 머물러요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	standard	para1	life/academic/standard/para1	자녀·손주와 함께 읽고, 동네 모임에서 한 줄씩 나누는 흐름이 의외로 큰 만족을 만들어요. 한 분야를 너무 빠르게 끝내려 하기보다, 좋아하는 책 한 권을 한 달에 걸쳐 천천히 읽는 식이 가장 잘 어울려요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	standard	para2	life/academic/standard/para2	작은 실천 흐름으로는 매일 같은 시각에 짧게 읽는 자리를 만들어 두면 좋아요. 한 페이지를 손주에게 소리 내어 읽어 주거나, 한 문장을 옮겨 적어 두는 흐름이 그날의 즐거움으로 남아요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	standard	para3	life/academic/standard/para3	평생 모은 지혜가 자연스럽게 다음 사람에게 전해져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	expert	para0	life/academic/expert/para0	생애 학업운에서 봄과 여름의 현재 계절은 학습 입력을 실제 산출로 전환하는 힘을 키워요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	expert	para1	life/academic/expert/para1	#정인은 기본기와 정석을 잡고, #식신은 배운 내용을 설명과 결과물로 바꿉니다.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	expert	para2	life/academic/expert/para2	#용신 방향과 맞는 학습 루틴을 장기 기준으로 두면 좋아요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	academic	expert	para3	life/academic/expert/para3	#대운궁실의 흐름과 #일진이 함께 활기를 띠는 시기에는 그동안 미뤄 둔 학습 한 단원을 매듭지을 흐름이 자연스럽게 모여요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	brief	headline	life/romance/brief/headline	인연의 흐름은 큰 사건보다 매일의 태도에서 천천히 만들어져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	standard	para0	life/romance/standard/para0	인생 전체의 인연운을 살펴보면, 한 번에 모든 것이 결정되는 그림이 아니라 시기마다 사람과 사람 사이의 거리가 천천히 다듬어지는 모습이에요. 어떤 때는 새 인연을 만날 가능성이 넓어지고, 또 어떤 때는 곁의 사람과 더 깊어지는 시간이 길어져요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	standard	para1	life/romance/standard/para1	무엇이 옳은 답이라기보다는, 그때그때 필요한 신호를 알아차리는 일이 가장 큰 자산이에요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	standard	para2	life/romance/standard/para2	마음을 표현할 때 한 박자 정성스럽게 말을 고르는 습관이 인연운을 가장 부드럽게 만들어 줘요. 빠르게 결론짓기보다 천천히 신호를 모아 두면, 어울리는 사람이 자연스럽게 곁에 머물러요. 결혼이나 이별 같은 큰 사건은 미리 단정하지 않아도 돼요. 모든 관계는 시기마다 다른 얼굴을 보여 주니까요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	expert	para0	life/romance/expert/para0	장기 인연운에서 봄과 여름의 현재 계절은 관계의 시작 속도와 표현량을 키워요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	expert	para1	life/romance/expert/para1	#배우자궁의 안정성만 보지 말고, #사주적합도가 실제 생활 리듬과 이어지는지도 봐야 해요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	expert	para2	life/romance/expert/para2	#음양조화도가 과열되면 설렘이 빠르게 커지지만 관계의 합의는 늦어질 수 있습니다.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	romance	expert	para3	life/romance/expert/para3	#처궁의 흐름과 #자식궁의 자리가 함께 살아나는 시기엔 가까운 관계가 한 단계 깊어지는 흐름이 보여요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	family	brief	headline	life/family/brief/headline	긴 흐름에서는 가족 안에서 대화와 활동이 늘기 쉬워요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	family	standard	para0	life/family/standard/para0	이 사주는 가까운 사람을 잘 받쳐 주는 편이에요. 인생 어느 시기든 곁의 상황을 살피는 손이 자연스럽게 움직이고, 어려운 상황에서 균형을 잡아 주는 역할이 잘 맞아요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	family	standard	para1	life/family/standard/para1	다만 남을 돕는 일만 이어지면 자기 시간이 뒤로 밀릴 수 있어, 한 칸은 자기 휴식을 위해 비워 두는 편이 좋아요. 인생 후반으로 갈수록 받쳐 준 마음이 다른 사람을 통해 다시 돌아오는 장면이 자연스럽게 생겨요.
23-jonggyeok-jongwang-yeomsang-tiered.json	life	family	standard	para2	life/family/standard/para2	평생의 그림이 따뜻한 주고받음으로 모이는 사주예요.
